,ID,incidence,product_cat,product_cat1,product_cat2,brand_1,brand_2,brand_3,quant_1,quant_2,quant_3,total_quantity,item_price_1,item_price_2,item_price_3,total price,creation_hour,creation_week,creation_day,dest_long,dest_lat,zip_code,population_denisty,median_household_income,sex,distance,DOB_year,age,Settlement_size,Labels,Segment K-means PCA,creation_time
345,P11172148,1,Edibles,Edibles,Vapes,Curaleaf,Mindy's Edibles,Entourage,1,2,1,4,20.0,30.0,40.0,264.00,17,6,4,-71.062591,42.358627,2108.0,27919.0,96921.0,0.0,8.4338,1992.0,30.0,0.0,Well-Off,1.0,2021-02-11
346,P11186960,1,Flower,Flower,Edibles,Origyn,Mayflower (MA),Mindy's Edibles,2,2,1,5,110.0,110.0,30.0,250.00,16,6,4,-71.018311,42.276395,2170.0,9364.0,66917.0,0.0,0.046233,1977.0,45.0,0.0,Well-Off,1.0,2021-02-11
347,P11079890,0,Flower,Flower,Flower,Nantucket Nuggets,Sira Naturals Reserve,Cresco Labs ,1,1,1,3,70.0,55.0,55.0,305.00,17,6,4,-71.0289747,42.2304747,2169.0,6137.0,58669.0,1.0,1.9038,1987.0,35.0,2.0,Well-Off,1.0,2021-02-11
348,P11129309,1,Vapes,Vapes,Edibles,Curaleaf,Entourage,Wicked Sour,1,2,2,5,100.0,130.0,100.0,430.00,17,6,4,-71.070141,42.344577,2116.0,32724.0,87653.0,1.0,2.8715,1984.0,38.0,1.0,Well-Off,1.0,2021-02-11
349,P11149284,1,Flower,Flower,No info,The Heirloom Collective,Nantucket Nuggets,,2,2,0,4,140.0,140.0,0.0,280.00,7,6,5,-71.0374033,42.2664199,2171.0,7215.0,64812.0,0.0,3.7016,1977.0,45.0,0.0,Well-Off,1.0,2021-02-12
350,p11101822,1,Pre-rolls,Pre-rolls,Flower,Entourage,Ozone,253,5,5,1,11,75.0,75.0,55.0,205.00,17,6,4,-71.073229,42.338333,2118.0,24075.0,54152.0,1.0,1.5205,1959.0,63.0,1.0,Well-Off,1.0,2021-02-11
351,P11199699,0,Flower,Flower,Concentrate,Root 90,Origyn,Origyn,1,1,1,3,70.0,70.0,60.0,417.00,11,6,4,-71.05539,42.365631,2113.0,68665.0,66636.0,1.0,3.0869,1984.0,38.0,0.0,Well-Off,1.0,2021-02-11
352,P11079890,1,Flower,Flower,Flower,Mayflower (MA),Sira Naturals Reserve,Cresco Labs ,1,1,1,3,70.0,55.0,55.0,305.00,11,6,5,-71.0289747,42.2304747,2169.0,6137.0,58669.0,1.0,5.8394,1987.0,35.0,2.0,Well-Off,1.0,2021-02-12
353,P11199699,1,No info,No info,No info,AMP,,,0,0,0,0,0.0,0.0,0.0,,12,6,5,-71.05539,42.365631,2113.0,68665.0,66636.0,1.0,1.3133,1984.0,38.0,0.0,Well-Off,1.0,2021-02-12
354,P11105697,1,Flower,Flower,No info,Origyn,Sira Naturals,,2,2,0,4,140.0,140.0,0.0,280.00,16,6,4,-71.0568168,42.3645227,2113.0,68665.0,66636.0,0.0,2.1732,1993.0,29.0,0.0,Well-Off,1.0,2021-02-11
355,P1108170,1,Flower,Vapes,Vapes,Sira Naturals,Origyn,Entourage,1,1,1,3,65.0,65.0,55.0,185.00,11,6,5,-71.095306,42.366572,2139.0,23355.0,71745.0,0.0,12.032,1957.0,65.0,1.0,Well-Off,1.0,2021-02-12
356,P11054459,1,Flower,No info,No info,Mindy's Edibles,,,3,0,0,3,210.0,0.0,0.0,210.00,14,6,4,-70.922585,42.143054,2370.0,1696.0,66329.0,1.0,0.024294,1957.0,65.0,0.0,Working Professional,0.0,2021-02-11
357,P11156504,1,Flower,Flower,Flower,,Curaleaf,Gibby's Garden,1,1,1,3,50.0,55.0,55.0,160.00,14,6,4,-71.000221,42.390347,2128.0,8352.0,48704.0,0.0,8.0908,1994.0,28.0,2.0,Well-Off,1.0,2021-02-11
358,P11088692,1,Flower,Flower,Flower,Sira Naturals Reserve,Sira Naturals,Nantucket Nuggets,1,1,1,3,70.0,70.0,70.0,320.00,16,6,4,-71.105267,42.121333,2072.0,1678.0,74262.0,1.0,18.549,1983.0,39.0,1.0,Working Professional,0.0,2021-02-11
359,P11169663,1,Edibles,Concentrate,Flower,Cresco ,CAC,Origyn,2,1,1,4,54.0,60.0,60.0,170.85,13,6,4,-71.060253,42.415598,2149.0,12128.0,49368.0,0.0,9.3327,1967.0,55.0,2.0,Well-Off,1.0,2021-02-11
360,P11091948,1,Edibles,Edibles,No info,Mindy's Edibles,Betty's Eddies,,1,5,0,6,140.0,100.0,0.0,240.00,12,6,4,-71.091444,42.41978,2155.0,7072.0,73567.0,1.0,2.9256,1968.0,54.0,2.0,Well-Off,1.0,2021-02-11
361,P11130611,1,Vapes,Edibles,Edibles,Mayflower (MA),Mindy's Edibles,Mindy's Edibles,1,1,1,3,65.0,20.0,30.0,180.00,7,6,5,-71.0686131,42.439812,2148.0,11797.0,53798.0,1.0,4.0492,1992.0,30.0,2.0,Well-Off,1.0,2021-02-12
362,P11199359,1,Concentrate,Concentrate,Concentrate,Sira Naturals,Cresco ,Cresco ,1,1,1,3,75.0,75.0,75.0,450.00,7,6,5,-71.055325,42.50974,1880.0,3581.0,84556.0,0.0,10.97,1975.0,47.0,1.0,Well-Off,1.0,2021-02-12
363,P11168049,1,Edibles,Concentrate,Flower,Entourage,CAC,Sira Naturals,1,1,1,3,60.0,60.0,70.0,161.50,18,6,4,-71.205764,42.176014,2062.0,2761.0,75957.0,0.0,13.726,1976.0,46.0,1.0,Working Professional,0.0,2021-02-11
364,P11075057,1,Flower,No info,No info,Sira Naturals,,,8,0,0,8,440.0,0.0,0.0,440.00,16,6,4,-71.132687,42.479264,1801.0,3075.0,75138.0,0.0,14.757,1943.0,79.0,1.0,Well-Off,1.0,2021-02-11
365,P11187649,1,Edibles,Edibles,Edibles,Ozone,Wicked Sour,Wicked Sour,2,1,1,4,100.0,60.0,50.0,210.00,13,6,4,-71.144922,42.450546,1890.0,3546.0,131000.0,0.0,5.3544,1971.0,51.0,1.0,Standard,2.0,2021-02-11
366,P11104739,1,Flower,Flower,Flower,Nantucket Nuggets,Resinate,Origyn,1,1,1,3,55.0,55.0,65.0,297.50,7,6,5,-71.1665513,42.4169141,2476.0,7897.0,95305.0,0.0,5.2789,1960.0,62.0,0.0,Standard,2.0,2021-02-12
367,p11088972,1,Flower,Flower,Pre-rolls,Sira Naturals,Sira Naturals Reserve,Mayflower (MA),2,2,2,6,140.0,110.0,30.0,307.00,19,6,4,-71.4206945,42.2591036,1702.0,4598.0,53944.0,1.0,28.891,1973.0,49.0,1.0,Working Professional,0.0,2021-02-11
368,P11052107,1,Edibles,Edibles,Vapes,,Incredibles,Entourage,1,1,1,3,30.0,30.0,65.0,190.00,18,6,4,-71.1881207,42.420541,2476.0,7897.0,95305.0,1.0,2.3766,1974.0,48.0,0.0,Standard,2.0,2021-02-11
369,P11182426,1,Tincture,Tincture,Concentrate,Nantucket Nuggets,Farm to Fam,Origyn,1,1,1,3,120.0,45.0,75.0,240.00,11,6,4,-71.2880937,42.2767806,2492.0,2092.0,137839.0,1.0,16.136,1983.0,39.0,0.0,Standard,2.0,2021-02-11
370,P11195506,1,Edibles,Edibles,Vapes,Sira Naturals,Northeast Alternatives,612 Studios,1,1,2,4,27.0,27.0,120.0,284.00,18,6,4,-71.23548,42.408493,2451.0,3155.0,81334.0,1.0,6.3609,1982.0,40.0,0.0,Standard,2.0,2021-02-11
371,P11205599,1,Flower,Flower,Edibles,Sira Naturals,Sira Naturals Reserve,Chroma,1,1,1,3,70.0,55.0,90.0,370.00,9,6,4,-71.248719,42.384854,2451.0,3155.0,81334.0,1.0,3.7544,1996.0,26.0,0.0,Standard,2.0,2021-02-11
372,P111132000,1,Flower,Flower,Flower,,253,253,1,3,3,7,65.0,165.0,165.0,487.00,19,6,4,-71.1343843,42.2421216,2136.0,6207.0,58890.0,0.0,19.146,1962.0,60.0,1.0,Working Professional,0.0,2021-02-11
373,C11048969,1,Edibles,Vapes,No info,Root 90,Entourage,,1,3,0,4,27.0,165.0,0.0,192.00,11,6,4,-71.176793,42.368614,2472.0,7942.0,87775.0,1.0,8.143,1980.0,42.0,1.0,Standard,2.0,2021-02-11
374,P11176866,1,Pre-rolls,Beverages,Flower,Nantucket Nuggets,Cresco ,253,2,1,1,4,26.0,55.0,55.0,251.00,13,6,4,-71.1343912,42.2429373,2136.0,6207.0,58890.0,1.0,0.3117,1979.0,43.0,1.0,Well-Off,1.0,2021-02-11
375,P11199841,1,Tincture,Edibles,Edibles,Northeast Alternatives,Mindy's Edibles,Mindy's Edibles,5,3,3,11,300.0,90.0,90.0,480.00,15,6,4,-71.1468011,42.3953991,2140.0,15262.0,71908.0,1.0,7.6627,1971.0,51.0,0.0,Well-Off,1.0,2021-02-11
376,P11321923,1,Edibles,Edibles,Edibles,Chroma,Incredibles,Chroma,1,1,1,3,30.0,40.0,140.0,267.00,12,6,4,-71.162321,42.290637,2132.0,5670.0,83360.0,1.0,7.2803,1953.0,69.0,1.0,Working Professional,0.0,2021-02-11
377,p11085406,1,Vapes,Concentrate,Concentrate,Entourage,Rythm,Origyn,1,1,1,3,70.0,80.0,75.0,390.00,17,6,4,-71.1422754,42.2913285,2132.0,5670.0,83360.0,0.0,2.0663,1983.0,39.0,1.0,Well-Off,1.0,2021-02-11
378,P11113842,1,Flower,Vapes,Vapes,Cresco ,Entourage,Entourage,1,1,1,3,70.0,100.0,100.0,370.00,7,6,5,-71.133364,42.395214,2140.0,15262.0,71908.0,0.0,2.9118,1952.0,70.0,0.0,Well-Off,1.0,2021-02-12
379,P11175760,1,Flower,Flower,No info,Wicked Sour,Middlesex Integrative Medicine,,2,1,0,3,110.0,60.0,0.0,170.00,16,6,5,-71.122304,42.393862,2144.0,22082.0,78380.0,1.0,0.25771,1975.0,47.0,1.0,Well-Off,1.0,2021-02-12
380,p11085379,1,Flower,Flower,Flower,Sira Naturals Reserve,Nantucket Nuggets,Origyn,2,1,1,4,140.0,70.0,54.0,264.00,10,6,5,-71.112991,42.398116,2144.0,22082.0,78380.0,0.0,1.2113,1973.0,49.0,1.0,Well-Off,1.0,2021-02-12
381,P11197452,1,Edibles,Flower,Flower,,Nantucket Nuggets,Sira Naturals,2,1,1,4,224.0,70.0,70.0,504.00,8,6,6,-71.127454,42.401239,2144.0,22082.0,78380.0,0.0,1.8349,1991.0,31.0,1.0,Well-Off,1.0,2021-02-13
382,P11083145,1,Vapes,No info,No info,Curaleaf,,,3,0,0,3,300.0,0.0,0.0,300.00,8,6,6,-71.1265394,42.4120392,2155.0,7072.0,73567.0,1.0,1.6443,1990.0,32.0,2.0,Well-Off,1.0,2021-02-13
383,P11005562,1,Vapes,Edibles,Edibles,Curaleaf,Wicked Sour,Cannatini,2,1,1,4,200.0,50.0,30.0,330.00,15,6,5,-71.111481,42.333257,2115.0,40159.0,27134.0,1.0,11.299,1988.0,34.0,1.0,Well-Off,1.0,2021-02-12
384,P11016487,1,Edibles,Edibles,Edibles,Sira Naturals,Double Baked,Incredibles,1,1,1,3,30.0,30.0,30.0,150.00,15,6,5,-71.1338272,42.4252577,2155.0,7072.0,73567.0,1.0,2.1226,1983.0,39.0,2.0,Well-Off,1.0,2021-02-12
385,P11149896,1,Flower,No info,No info,Mindy's Edibles,,,4,0,0,4,280.0,0.0,0.0,280.00,18,6,5,-71.129676,42.457029,1890.0,3546.0,131000.0,1.0,4.1463,1989.0,33.0,1.0,Standard,2.0,2021-02-12
386,P11161025,1,Edibles,Edibles,Vapes,Sira Naturals,Chroma,Entourage,1,1,1,3,60.0,112.0,100.0,637.00,19,6,5,-71.1091376,42.3005767,2130.0,10618.0,75730.0,0.0,6.222,1983.0,39.0,1.0,Well-Off,1.0,2021-02-12
387,P11178156,1,Flower,Vapes,Flower,Northeast Alternatives,Entourage,Entourage,2,2,1,5,140.0,110.0,55.0,305.00,10,6,5,-71.063269,42.457187,2176.0,5767.0,85704.0,0.0,8.5121,1976.0,46.0,1.0,Well-Off,1.0,2021-02-12
388,p11123594,1,Edibles,Edibles,Edibles,Nantucket Nuggets,Betty's Eddies,Mindy's Edibles,1,1,1,3,15.0,30.0,20.0,265.00,13,6,5,-71.0670711,42.4680948,2176.0,5767.0,85704.0,0.0,1.8474,1986.0,36.0,1.0,Well-Off,1.0,2021-02-12
389,P11081231,1,Concentrate,Concentrate,Concentrate,Entourage,CAC,Commonwealth Alternative Care (CAC),1,1,1,3,60.0,60.0,60.0,255.00,16,6,5,-71.141461,42.287577,2131.0,11505.0,66735.0,0.0,4.2564,1992.0,30.0,1.0,Well-Off,1.0,2021-02-12
390,p11021678,1,Edibles,Beverages,Concentrate,Northeast Alternatives,Cresco ,Origyn,1,1,1,3,60.0,55.0,75.0,190.00,7,6,5,-71.065224,42.510809,1880.0,3581.0,84556.0,1.0,5.864,1986.0,36.0,1.0,Well-Off,1.0,2021-02-12
391,P11173967,1,Flower,No info,No info,The Heirloom Collective,,,6,0,0,6,600.0,0.0,0.0,600.00,11,6,5,-71.164287,42.304012,2467.0,4616.0,115493.0,1.0,4.5396,1945.0,77.0,1.0,Standard,2.0,2021-02-12
392,P11072850,0,Flower,Flower,Pre-rolls,Sira Naturals,Ozone,AMP,2,1,1,4,140.0,55.0,15.0,742.00,17,6,5,-71.1829355,42.295222,2459.0,3815.0,133801.0,1.0,3.2559,1995.0,27.0,0.0,Standard,2.0,2021-02-12
393,P11209997,1,Flower,Flower,Pre-rolls,Double Baked,Good Chemistry Nurseries,Sira Naturals,1,1,1,3,55.0,60.0,25.0,364.00,8,6,6,-70.9496413,42.4864355,1904.0,4027.0,80903.0,0.0,12.393,1991.0,31.0,0.0,Well-Off,1.0,2021-02-13
394,P11210406,1,Edibles,Vapes,No info,Cresco ,Cresco ,,1,1,0,2,112.0,70.0,0.0,168.00,8,6,6,-71.214619,42.320648,2461.0,4853.0,122283.0,1.0,4.8002,2001.0,21.0,0.0,Standard,2.0,2021-02-13
395,P11138321,1,Flower,Flower,Flower,Sira Naturals,Middlesex Integrative Medicine,Middlesex Integrative Medicine,1,1,1,3,55.0,60.0,55.0,337.00,15,6,5,-71.0406632,42.423776,2148.0,11797.0,53798.0,1.0,11.696,1979.0,43.0,2.0,Well-Off,1.0,2021-02-12
396,P11179968,1,Flower,Flower,Edibles,Mayflower (MA),253,Curaleaf,1,1,1,3,55.0,55.0,50.0,160.00,15,6,5,-71.077224,42.4275684,2148.0,11797.0,53798.0,0.0,3.9702,1987.0,35.0,2.0,Well-Off,1.0,2021-02-12
397,P11180409,1,Flower,Flower,Pre-rolls,Nantucket Nuggets,Nantucket Nuggets,Sira Naturals Prerolls,1,1,1,3,70.0,70.0,15.0,155.00,18,6,5,-71.235937,42.366385,2453.0,8279.0,67382.0,1.0,9.0937,1991.0,31.0,1.0,Standard,2.0,2021-02-12
398,P11131780,1,Edibles,Flower,No info,Chroma,Sira Naturals Reserve,,2,4,0,6,60.0,220.0,0.0,280.00,11,6,5,-71.0773416,42.4092722,2155.0,7072.0,73567.0,0.0,2.8746,1945.0,77.0,2.0,Well-Off,1.0,2021-02-12
399,P11119803,1,Edibles,Edibles,No info,Entourage,Betty's Eddies,,1,1,0,2,140.0,60.0,0.0,200.00,9,6,5,-71.0554178,42.3397188,2127.0,15744.0,68724.0,1.0,13.04,1993.0,29.0,1.0,Well-Off,1.0,2021-02-12
400,P11093640,1,Flower,Beverages,Flower,,Cresco ,Mayflower (MA),1,3,1,5,70.0,165.0,55.0,562.00,14,6,5,-71.069501,42.350037,2116.0,32724.0,87653.0,0.0,2.1872,1979.0,43.0,1.0,Well-Off,1.0,2021-02-12
401,P11097108,1,Flower,Vapes,Flower,Rythm,Cresco ,Gibby's Garden,2,1,2,5,110.0,35.0,110.0,255.00,16,6,5,-71.470299,42.312399,1701.0,1841.0,86994.0,1.0,24.785,1995.0,27.0,1.0,Working Professional,0.0,2021-02-12
402,11173444,1,Edibles,Edibles,No info,Northeast Alternatives,Chroma,,4,1,0,5,80.0,72.0,0.0,152.00,11,6,5,-71.066247,42.3603064,2114.0,26694.0,80500.0,0.0,2.2387,1989.0,33.0,0.0,Well-Off,1.0,2021-02-12
403,P11179833,1,Vapes,Concentrate,Edibles,Sira Naturals,Origyn,Betty's Eddies,1,1,2,4,70.0,63.0,60.0,343.00,12,6,5,-71.0805126,42.3688478,2141.0,18612.0,64326.0,0.0,2.9112,1991.0,31.0,0.0,Well-Off,1.0,2021-02-12
404,P1108170,1,Vapes,Flower,Vapes,,Entourage,Entourage,1,1,1,3,100.0,100.0,100.0,300.00,11,6,5,-71.095306,42.366572,2139.0,23355.0,71745.0,0.0,2.0184,1957.0,65.0,1.0,Well-Off,1.0,2021-02-12
405,C11049627,1,Flower,Concentrate,No info,Wicked Sour,Origyn,,1,2,0,3,70.0,126.0,0.0,196.00,14,6,5,-71.3764194,42.1573235,2054.0,656.0,91341.0,1.0,23.23,1961.0,61.0,0.0,Working Professional,0.0,2021-02-12
406,P11089112,1,Flower,Flower,Concentrate,Sira Naturals,Mayflower (MA),CAC,1,1,1,3,70.0,55.0,60.0,185.00,17,6,5,-71.1029342,42.3691916,2139.0,23355.0,71745.0,0.0,0.91597,1955.0,67.0,1.0,Well-Off,1.0,2021-02-12
407,P11194039,1,Concentrate,Flower,Concentrate,Mindy's Edibles,Origyn,Origyn,1,1,1,3,54.0,54.0,54.0,342.00,16,6,5,-71.1104699,42.370874,2138.0,13251.0,75446.0,1.0,0.69282,1996.0,26.0,1.0,Well-Off,1.0,2021-02-12
408,P11199016,1,Concentrate,Flower,Concentrate,Commonwealth Alternative Care (CAC),Origyn,Origyn,1,1,1,3,63.0,63.0,63.0,189.00,16,6,5,-71.102156447673,42.374174775862,2139.0,23355.0,71745.0,1.0,1.4047,1996.0,26.0,1.0,Well-Off,1.0,2021-02-12
409,P11206440,1,Beverages,Edibles,Edibles,Wicked Sour,Mindy's Edibles,Double Baked,2,1,1,4,110.0,20.0,30.0,205.00,9,6,5,-71.1080296,42.3853075,2143.0,15945.0,68440.0,0.0,1.8506,1981.0,41.0,1.0,Well-Off,1.0,2021-02-12
410,P11140053,1,Vapes,Vapes,Edibles,Entourage,Cresco ,Mindy's Edibles,1,1,1,3,100.0,70.0,20.0,525.00,8,6,6,-71.1524524,42.1679767,2021.0,1147.0,89900.0,0.0,27.786,1977.0,45.0,1.0,Working Professional,0.0,2021-02-13
411,P11193275,1,Edibles,Edibles,Flower,,Incredibles,Nantucket Nuggets,1,2,1,4,20.0,80.0,70.0,170.00,10,6,5,-71.100039,42.38925,2143.0,15945.0,68440.0,1.0,1.2458,1970.0,52.0,1.0,Well-Off,1.0,2021-02-12
412,P11161186,1,Edibles,Edibles,No info,Sira Naturals,Mindy's Edibles,,3,4,0,7,120.0,80.0,0.0,200.00,10,6,5,-71.1142374,42.3922427,2144.0,22082.0,78380.0,0.0,2.0295,1944.0,78.0,1.0,Well-Off,1.0,2021-02-12
413,P11148761,1,Concentrate,Vapes,Vapes,Mayflower (MA),Sira Naturals,Entourage,1,1,1,3,75.0,55.0,55.0,625.00,17,6,5,-70.959769,42.166025,2190.0,2264.0,77329.0,1.0,24.639,1986.0,36.0,0.0,Working Professional,0.0,2021-02-12
414,P11026397,1,Vapes,No info,No info,Chroma,,,6,0,0,6,330.0,0.0,0.0,330.00,12,6,6,-71.1066247,42.3924002,2144.0,22082.0,78380.0,0.0,1.807,1989.0,33.0,1.0,Well-Off,1.0,2021-02-13
415,P11207773,1,Pre-rolls,Pre-rolls,No info,Mayflower (MA),Sira Naturals,,5,1,0,6,125.0,25.0,0.0,150.00,17,6,6,-71.1678509,42.4145385,2476.0,7897.0,95305.0,0.0,6.0692,1953.0,69.0,0.0,Standard,2.0,2021-02-13
416,P11171001,1,Flower,Flower,Beverages,Mayflower (MA),253,Cresco ,1,1,1,3,70.0,55.0,55.0,410.00,8,6,6,-71.17785,42.411419,2476.0,7897.0,95305.0,1.0,1.5196,1954.0,68.0,0.0,Standard,2.0,2021-02-13
417,P11147318,1,Concentrate,Flower,Concentrate,Sira Naturals,Origyn,Commonwealth Alternative Care (CAC),1,1,1,3,63.0,54.0,60.0,628.00,14,6,6,-71.091028,42.389372,2145.0,18225.0,55487.0,1.0,1.8864,1988.0,34.0,1.0,Well-Off,1.0,2021-02-13
418,p11104828,1,Flower,Edibles,Flower,Incredibles,Incredibles,Cresco Labs ,1,1,1,3,55.0,40.0,55.0,150.00,8,6,7,-71.108797,42.411744,2155.0,7072.0,73567.0,0.0,3.7197,1995.0,27.0,2.0,Well-Off,1.0,2021-02-14
419,P11179446,1,Pre-rolls,Flower,Flower,Chroma,Central Ave Compassionate Care,Good Chemistry Nurseries,1,1,1,3,15.0,55.0,60.0,164.99,10,6,6,-71.191352,42.369523,2472.0,7942.0,87775.0,0.0,6.4388,1989.0,33.0,1.0,Standard,2.0,2021-02-13
420,P11205307,1,Edibles,Edibles,Edibles,Nantucket Nuggets,Mindy's Edibles,Mindy's Edibles,1,2,1,4,20.0,40.0,30.0,230.00,11,6,6,-71.2124533,42.3793926,2453.0,8279.0,67382.0,1.0,3.2109,1977.0,45.0,1.0,Standard,2.0,2021-02-13
421,P11102183,0,Flower,Flower,Flower,Curaleaf,Good Chemistry Nurseries,Mayflower (MA),1,1,1,3,55.0,60.0,55.0,248.00,19,6,6,-71.235937,42.366385,2453.0,8279.0,67382.0,0.0,3.315,1990.0,32.0,1.0,Standard,2.0,2021-02-13
422,P11141302,1,Vapes,Flower,Flower,Betty's Eddies,Entourage,Sira Naturals,2,1,1,4,110.0,55.0,70.0,235.00,13,6,6,-71.076582,42.498497,1880.0,3581.0,84556.0,1.0,18.493,1988.0,34.0,1.0,Well-Off,1.0,2021-02-13
423,P11159505,1,Vapes,Vapes,Edibles,Cresco ,Origyn,Berkshire Roots,1,1,1,3,100.0,65.0,60.0,225.00,16,6,6,-71.1958176,42.3604447,2458.0,6059.0,95216.0,0.0,4.1788,1976.0,46.0,0.0,Standard,2.0,2021-02-13
424,C11026153,1,Beverages,Flower,Flower,Entourage,Cresco ,Cresco Labs ,1,1,1,3,55.0,55.0,55.0,220.00,17,6,6,-71.2057006,42.3346671,2459.0,3815.0,133801.0,0.0,3.8224,1985.0,37.0,0.0,Standard,2.0,2021-02-13
425,P11062124,1,Vapes,Vapes,Vapes,Nantucket Nuggets,Entourage,Entourage,1,1,1,3,65.0,65.0,65.0,195.00,13,6,6,-70.976310540086,42.456520362232,1905.0,7094.0,42490.0,0.0,12.127,1983.0,39.0,1.0,Well-Off,1.0,2021-02-13
426,P11169695,1,Edibles,Edibles,No info,Sira Naturals,Chroma,,1,1,0,2,112.0,112.0,0.0,224.00,19,6,6,-71.147871,42.342007,2135.0,16236.0,48687.0,0.0,6.3829,1998.0,24.0,2.0,Well-Off,1.0,2021-02-13
427,11154991,1,Edibles,Edibles,No info,Origyn,Wicked Sour,,1,1,0,2,112.0,60.0,0.0,172.00,11,6,6,-71.0208253,42.4002412,2150.0,15907.0,47291.0,0.0,7.7885,1968.0,54.0,1.0,Well-Off,1.0,2021-02-13
428,P11177685,1,Flower,Flower,Flower,Origyn,253,Nature's Heritage,1,1,1,3,70.0,55.0,55.0,240.00,9,6,6,-71.035325,42.37217,2128.0,8352.0,48704.0,1.0,3.6442,1996.0,26.0,2.0,Well-Off,1.0,2021-02-13
429,p11151493,1,Vapes,Vapes,Vapes,Cresco ,Cresco ,Cresco ,1,3,2,6,65.0,210.0,70.0,415.00,14,6,5,-71.152539,42.304551,2467.0,4616.0,115493.0,1.0,6.3308,1982.0,40.0,1.0,Standard,2.0,2021-02-12
430,P11133928,1,Flower,Edibles,Pre-rolls,Entourage,Wicked Sour,AMP,1,3,1,5,55.0,180.0,15.0,250.00,15,6,6,-71.1453854,42.2895151,2132.0,5670.0,83360.0,1.0,2.0351,1959.0,63.0,1.0,Well-Off,1.0,2021-02-13
431,P11135393,1,Concentrate,Flower,Flower,Mindy's Edibles,Origyn,Origyn,1,1,1,3,75.0,54.0,54.0,237.00,12,6,6,-71.0498,42.35812,2110.0,9355.0,111250.0,1.0,5.2682,1986.0,36.0,0.0,Standard,2.0,2021-02-13
432,P11056966,1,Flower,Flower,Flower,Incredibles,Nantucket Nuggets,Good Chemistry Nurseries,1,1,1,3,70.0,70.0,60.0,200.00,11,6,6,-71.2189042,42.1804996,2062.0,2761.0,75957.0,0.0,14.339,1963.0,59.0,1.0,Working Professional,0.0,2021-02-13
433,11173444,1,Edibles,Merchandise,No info,Cresco ,Bic,Total: $219.97,3,2,0,5,216.0,3.74,0.0,219.97,15,6,6,-71.066247,42.3603064,2114.0,26694.0,80500.0,0.0,1.8235,1989.0,33.0,0.0,Well-Off,1.0,2021-02-13
434,P11065040,1,Vapes,Vapes,Edibles,Entourage,Entourage,Betty's Eddies,3,3,1,7,195.0,195.0,20.0,440.00,16,6,6,-71.124621,42.262977,2136.0,6207.0,58890.0,1.0,4.8605,1977.0,45.0,1.0,Well-Off,1.0,2021-02-13
435,p11146205,1,Vapes,Edibles,Edibles,,Double Baked,Incredibles,4,1,1,6,220.0,30.0,30.0,280.00,8,6,7,-71.077011,42.343827,2116.0,32724.0,87653.0,1.0,2.9527,1978.0,44.0,1.0,Well-Off,1.0,2021-02-14
436,P11044008,0,Flower,Flower,Flower,Sira Naturals,Nantucket Nuggets,Nantucket Nuggets,2,1,1,4,140.0,70.0,70.0,350.00,8,6,7,-71.0706715,42.3395974,2118.0,24075.0,54152.0,1.0,1.4717,1973.0,49.0,1.0,Well-Off,1.0,2021-02-14
437,P11183211,1,Flower,Flower,Flower,Sira Naturals,Gibby's Garden,Mayflower (MA),1,1,1,3,70.0,55.0,55.0,300.00,17,6,6,-71.3771239,42.2927273,1760.0,2214.0,95328.0,1.0,23.223,1976.0,46.0,1.0,Working Professional,0.0,2021-02-13
438,p11190573,1,Flower,Flower,Pre-rolls,Origyn,Good Chemistry Nurseries,Mayflower (MA),1,1,1,3,55.0,60.0,15.0,193.00,13,6,6,-71.0588999,42.2854462,2124.0,15913.0,48841.0,1.0,8.609,1990.0,32.0,2.0,Well-Off,1.0,2021-02-13
439,P11172400,1,Vapes,Vapes,Vapes,Cresco ,Entourage,Entourage,2,1,1,4,200.0,100.0,100.0,500.00,8,6,6,-71.057773,42.326039,2125.0,15611.0,45130.0,0.0,2.5576,1989.0,33.0,1.0,Well-Off,1.0,2021-02-13
440,P11136483,1,Vapes,Vapes,Flower,Mayflower (MA),Entourage,Entourage,1,1,1,3,65.0,65.0,65.0,195.00,14,6,6,-71.104901,42.302928,2130.0,10618.0,75730.0,1.0,6.1871,1994.0,28.0,1.0,Well-Off,1.0,2021-02-13
441,11187217,1,Vapes,Flower,Vapes,Betty's Eddies,Entourage,Entourage,1,1,1,3,100.0,100.0,100.0,429.00,15,6,6,-71.4166143,42.4473954,1742.0,725.0,135217.0,1.0,21.514,1984.0,38.0,0.0,Standard,2.0,2021-02-13
442,P1125061,1,Concentrate,Vapes,Concentrate,Ozone,Origyn,253,1,1,1,3,54.0,54.0,60.0,276.00,10,6,6,-71.1161412,42.3347408,2445.0,7945.0,102087.0,1.0,5.2183,1988.0,34.0,1.0,Standard,2.0,2021-02-13
443,P11039478,1,Edibles,Tincture,No info,Entourage,Sira Naturals,,1,1,0,2,112.0,120.0,0.0,232.00,15,6,6,-71.1137273,42.2986255,2130.0,10618.0,75730.0,1.0,2.2155,1944.0,78.0,1.0,Well-Off,1.0,2021-02-13
444,P11122217,1,Vapes,No info,No info,Entourage,,,3,0,0,3,195.0,0.0,0.0,195.00,8,6,7,-71.1012765,42.3442484,2215.0,34190.0,35659.0,1.0,2.4324,1986.0,36.0,1.0,Well-Off,1.0,2021-02-14
